Title,Ingredients,Steps,Loves,URL,Main Ingredients
kambing lado merah,kambing 12 kilogram potong kecil1 ruas jari--bawang merah 8 siung iris--10 siung bawang merah--3 siung bawang putih--20 cabai keriting merah--tomat ukuran sedang 1buah--1 ruas jari jahe--4 lbr daun jeruk iris--garam--secukupnya air--minyak samin  blueband secukupnya untuk menumis--,"tuang minyak samimblue band, tumis bawang yg sudah diiris, jika harum masukan kambing.. tambah air dan garam.. masak hingga empuk dan air kering.--masak secara terpisah.. tumis cabai, bawang merah,bawang putih tomat, jahe.. jika matang.. angkat dan ulek kasar..--jika bumbu sudah di ulek.. tumis lagi.. tambahkan daun jeruk dan masukan daging kambingnya jika sudah empuk..--angkat dan sajikannnn--note  jangan lupa dicicipi hehe--",4,idresep3494391-kambing-lado-merah,"bawang merah, bawang putih, cabai, tomat, jahe, daun jeruk, garam, minyak"
sup pare putih dengan iga kambing sapi,iga kambing sapi opsional--1 buah pare putih--secukupnya penyedap rasa rasa rasa rasa rasa rasa rasa--garam--teri opsional--secukupnya air--,"cuci pare dan belah jadi dua. buang bijinya.--potong setengah bagian pare menjadi 2 bagian dan potong kotak.--didihkan iga sebentar sebelum memasaknya dengan air. cara ini bertujuan untuk membersihkan kotoran semacam darah pada iga.--rebus iga kambingsapi dengan air secukupnya.--setelah iga agak lunak masukkan pare yang sudah dipotong. tambahkan garam, penyedap rasa rasa rasa rasa rasa rasa rasa. bisa juga ditambahkan teri sesuai selera. masak dengan api sedang sampai pare lunak. cicipi dan hidangan siap disajikan.--",1,idresep3491361-sup-pare-putih-dengan-iga-kambing-sapi,"iga kambing, pare, penyedap rasa, garam, teri"
tongseng kambing,500 gram daging kambing--bumbu halus--6 bawang putih--6 bawang merah--12 sendok teh lada utuh--4 buah kemiri--3 cm kunyit--2 cm jahe--1 sendok makan ketumbar--garam--bumbu pelengkap --1200 mililiter santan--3 lembar daun jeruk--3 cm lengkuas--2 batang serai--5 cabai merah dan iris--5 cabai rawit utuh--3 sendok makan kecap manis bango--4 sendok makan gula merah sisir--6 sendok makan minyak u menumis--pelengkap--200 gram kubis--3 batang bawang daun--1 buah tomat--bawang goreng--,rebus daging dg daun salam.. aku.. nih kupresto biar cepet empuk..--tumis bumbu halus sampai harum.. masukkan santan.. aduk rata... tambahkan bumbu pelengkap... aduk sampai mendidih.. masukkan daging... air sisa rebusan daging kumasukkan juga pemirsah...--setelah bumbu meresap.. tambahkan pelengkap.. daun kubis dsb...cek rasa... angkat sajikan------,111,idresep3484123-tongseng-kambing,"daging kambing, bawang putih, bawang merah, lada, kemiri, kunyit, jahe, ketumbar, garam, santan, daun jeruk, lengkuas, serai, cabai, cabai merah, cabai rawit, kecap, kecap manis, gula, gula merah, minyak, kubis, bawang daun, tomat"
dendeng kambing sambal balado,12 kilogram daging kambing--bumbu halus diblender--1 sendok teh ketumbar--3 siung bawang putih--4 siung bawang merah--bahan balado--14 cabai merah boleh lebih sesuai selera--5 siung bawang merah--3 siung bawang putih--1 lembar daun salam--secukupnya garam--,"slices potong daging kambing dengan ketebalan 12 cm--rebus daging dengan bumbu yang sudah dihaluskan rebusnya sampe airnya mengering tp jangan terlalu kering nnti gosong hehe kenapa pake bumbu halus karna biar ga amis--tiriskan daging yg sudah direbus, setelah dingin gepkrek mengunakan cobek--lalu goreng sebentar daging yg sudah di geprek tdi hingga matang lalu tiriskan, jangan terlalu garing nnti jadinya keras--tumis sebentar, cabai, bawang merah, bawang putih,daun salam hingga layu, biar mudah gilingnya ajah--lalu giling dengan cobek, cabai, bawang merah, bawang putih, garam secukupnya--campur sambal dengan daging, dendeng daging kambing siap dinikmati--",1,idresep3484828-dendeng-kambing-sambal-balado,"daging kambing, ketumbar, bawang putih, bawang merah, cabai, cabai merah, daun salam, garam"
sup daging kambing sederhana,daging kambing--1 buah wortel--6 lembar kubis--1 buah kentang--3 siung bawang putih--2 cm jahe--garam--merica--air--,"potong potong wortel, kentang, dan kubis sesuai selera--potong daging sesuai selera. seperti biasa, kalo saya dagingnya saya pukul2 setelah dipotong, biar cepet matengnya . lalu rebus dagingnya.--bawang putih sama jahenya saya geprek aja, biar cepet --masak air, masukkan bawang putih dan jahe. setelah mendidih, masukkan kentang dan wortel. masak hingga setengah matang.--kemudian masukkan daging dan kubis. beri garam dan merica.--tes rasa--sup siap dihidangkan.--",6,idresep3477829-sup-daging-kambing-sederhana,"daging kambing, wortel, kubis, kentang, bawang putih, jahe, garam, merica"
kari kambing keluarga,"500 gram daging kambing--50 gram cabai merah--10 siung bawang merah--3 siung bawang putih--seruas jari kunyit--seruas jari jahe--seinduk jari lengkuas muda--1 batang serai--2 lembar daun jeruk--10 lembar daun kari--1 sendok makan ketumbar--kelapa 1500 liter dari 1 kelapa--2 buah bunga lawang--2 buah kapulaga--2 ruas jari kayu manis--secukupnya garam,gula--","daging cuci bersih tiriskan--haluskan cabai,bawang,lengkuas,jahe kunyit srreh,ketumbar sdh pakai ketumbar halus--tumis. bumbu hlus sampai harum,masukkan daging sampai air sat,masukkan santan,masak hingga daging mulai empuk,--tambahkan daun jeruk,daun kari,bunga lawang,kapulaga,kayu manis,garam dan gula--masak hingga kuah kental dan daging empuk--",5,idresep3476145-kari-kambing-keluarga,"daging kambing, cabai, cabai merah, bawang merah, bawang putih, kunyit, jahe, lengkuas, serai, daun jeruk, daun kari, ketumbar, garam, gula"
bistik kambing sambal matah,200 gram daging kambing--1 cangkir buah nanas potong kecil kecil--5 butir bawang putih--lada bubuk--5 sendok makan kecap inggris--12 butir jeruk lemon--lada--minyak--3 sendok makan kecap manis--3 buah jalapeno--5 butir bawang merah--1 buah tomat besar--3 buah daun salam--1 batang serai--secukupnya garam dan gula--,"sebelum diolah, campurkan nanas dengan daging kambing, diamkan 15 menit.--setelah 15 menit, bersihkan nanas dari daging.--buat bumbu untuk mengungkep daging kambing. masukan bawang putih yang sudah di press, kecap inggris, kecap manis, lada putih bubuk secukupnya, garam dan gula secukupnya dengan perbandingan 21, lada, dan minyak. lalu aduk rata.--tusuk-tusuk daging kambing yang sudah di potong-potong dengan garpu agar bumbu meresap kedalam.--masukan daging kambing ke dalam bumbu yang sudah di buat tadi, sambil diolesi semua permukaanya. setelah semua daging dan bumbu masuk ke dalam satu wadah, aduk-aduk lagi hingga merata.--ungkep daging dalam keadaan tertutup selama 45 menit hingga 1 jam.--selama menunggu, buat sambal matahnya. iris dadu tomat serta jalapeno, buang bagian bijinya.--iris bawang merah. campurkan dengan irisan tomat dan jalapeno.--oseng minyak dengan salam dan serai hingga mendidih.--tuangkan minya mendidih ke dalam campuran sambal bawang, jalapeno dan tomat--peraskan jeruk lemon. sambal siap disajikan--setelah selesai diungkep, siapkan teflon dan sedikit minyak, panaskan.--panggang daging dengan sedikit minyak diatas api sedang.--bolak balik hingga daging harum dan matang merata. setelah matang, angkat, bistik siap disajikan.--sajikan bistik bersama sambal matah yang sudah tersedia. happy trying--",1,idresep3475941-bistik-kambing-sambal-matah,"daging kambing, bawang putih, lada, kecap, minyak, kecap manis, bawang merah, tomat, daun salam, serai, gula, garam"
gorengan kambing betawi,"1 kilogram daging kambing, potong sesuai selera--5 siung bawang merah, haluskan--5 siung bawang putih, haluskan--2 sendok makan asam jawa, dagingnya saja--1 sendok teh ketumbar, haluskan--1 sendok teh garam atau sesuai selera--1 sendok teh gula--5 cm lengkuas--air buat mengungkep--minyak buat menggoreng--","campur semua bumbu kecuali lengkuas--aduk bumbu dengan daging kambing--biarkan 30 menit--rebus air masukkan lengkuas--setelah mendidih masukkan kambing, pastikan air sampai merendam kambing--masak sampai asat, bila daging belum empuk tambahkan air lagi.--setelah empuk angkat daging--panaskan minyak--goreng daging sampai kecoklatan--",7,idresep3473289-gorengan-kambing-betawi,"daging kambing, bawang merah, bawang putih, ketumbar, garam, gula, lengkuas, minyak"
nasi kebuli kambing,"1,2 kilogram beras basmati, cuci lalu rendam air 15 menit--1 kilogram daging kambing potong seruas jari lalu bungkus dengan daun pepaya 30 menit--2 liter santan kelapa perasan pertama dari 1,5 butir kelapa--bumbu halus--15 siung bawang merah--8 siung bawang putih besar--3 sendok makan ketumbar--1,5 sendok teh jintan--1,5 sendok teh adas--4 cm jahe--4 cm kunyit--1,5 sendok teh biji pala bubuk--pelengkap--1 bawang bombay besar, iris memanjang--9 lembar daun salam koja daun kari--6 biji bunga pekak--6 biji kapulaga--13 biji cengkeh--12 cm kayumanis--15 lembar daun jeruk--6 batang serai geprek--1,5 sendok teh merica--5 sendok makan minyak samin untuk menumis--secukupnya garam--pelengkap makan--secukupnya empal sapi kehabusan daging kambing nih hihihi--kerupuk--sambal bajak--acar timun wortel--irisan letuse--bawang merah goreng--bawang putih goreng--","tumis bumbu halus dengan minyak samin sampai layu. masukkan bawang bombay, tumis sampai layu dan wangi. masukkan bumbu pelengkap lainnya. tumis sampai semua layu dan wangi. tambahkan garam.--masukkan daging kambing, aduk rata sampai daging berubah warna.--masukkan beras, aduk rata. tambahkan santan. aduk terus sampai jadi aronan beras. tes rasa, kalau kurang gurih bisa ditambahkan garam. matikan api dan diamkan sampai set.--panaskan kukusan, kukus aronan beras selama 1 jam sampai menjadi nasi tanak.--hidangkan bersama dengan pelengkap makannya.--ini kemaren aku kemasi buat dibagi-bagi ke sodara--",6,idresep3472443-nasi-kebuli-kambing,"beras, daging kambing, santan, bawang merah, bawang putih, ketumbar, jahe, kunyit, bawang bombay, daun salam, daun kari, daun jeruk, serai, merica, minyak, garam, kerupuk, wortel, timun"
nasi kambing oven,14 kilogram daging kambing--secukupnya garam--merica secukupnyabanyak merica makin enak rasanya ya--5 sendok makan margarin kira2--,potong daging kambing sesuai selera lalu cuci bersih--siapkan presto dan air secukupnya aj gram ush terlalu banyak--masukan semua bahan2 tadi dan presto sampai airnya tinggal sedikitalias nyemek--siapkan alumunium foil untuk membungkus--ambil daging kambing letakan diatas alumunium foil dan beri sedikit kaldu sisa presto tadi lalu bungkus--masukan ke oven kurang lebih 1jam  semakin lama semakin empuk ya--jika sdh empuk keluarkan dr oven dan sajikan dengan nasi haangat dan kecap..bisa ditambah dengan irisan cabai dan bawang merah --,2,idresep3470710-nasi-kambing-oven,"daging kambing, garam, merica"
rabeg kambing khas banten ala mama nadyne,"1 kilogram daging kambing--bumbu halus--1 batang serai,geprek--1 sendok teh kelabet--1 ruas kayu manis--1 sendok makan ketumbar--1 sendok teh jinten--2 lembar daun salam--2 ruas kunyit--3 butir kapulaga--5 butir cengkeh--20 kemiri--25 siung bawang merah--20 siung bawang putih--14 kilogram cabai merah--secukupnya kecap,garam,gula--secukupnya lada bubuk dan kaldu--secukupnya air--",rebus daging kambing buang air rebusan pertama--haluskan semua bumbu halus lalu tumis hingga harum--masukan air secuknya--masukan daging kambing beri garam kecap gula kaldu lada bubuk ungkep hingga daging empuk dan bumbu menyatu..jika sudah menyatu matikan api..--sajikan selagi hangat..selamat mencoba--,10,idresep3468853-rabeg-kambing-khas-banten-ala-mama-nadynef09f988b,"daging kambing, serai, ketumbar, daun salam, kunyit, kemiri, bawang merah, bawang putih, cabai, cabai merah, kecap, garam, gula, lada, kaldu"
tongseng kambinglamb,"bahan --1 kilogram daging lambkambing, dipotong sekitar 2 cm--12 buah kubis, dirajang kasar--3 buah tomat merah dipotong dadu--2 buah bawang daun dipotong kira2 2 cm aku skip krn lupa beli--10 buah cabai rawit bila suka pedas bisa ditambahkan sesuai selera--2 buah serai--6 lbr daun jeruk, disobek kasar--5 lbr daun salam--4 cm lengkuas, memarkan--2 cm jahe, kupas kulit dan memarkan--4 buah kapulaga--2 buah bunga lawang--2 buah kayu manis--6 buah cengkeh--secukupnya gula pasirgula jawa--secukupnya garam--secukupnya merica--200 mililiter santan kental aku pake kara instan--23 sendok makan kecap manis--2 lt air untuk memasak--bahan yang dihaluskan --10 buah bawang merah--8 buah bawang putih--5 buah cabai merah besar--5 buah kemiri, disangrai--14 sendok teh jinten bubuk--1 sendok makan ketumbar bisa pakai butiran atau bubuk--1 sendok makan kunyit bubuk  3 cm kunyit--12 buah biji pala diparut  12 sendok teh pala bubuk--minyak untuk menumis--bahan pelengkap --bawang goreng--jeruk nipis--","cuci bersih daging dengan air mengalir, jangan direndam dalam air, lalu tiriskan. kemudian potong daging kira-kira sekitar 2 cm jangan dicuci lagi.--blender semua bumbu yang dihaluskan dengan menggunakan minyak.--tumis bumbu dengan menggunakan minyak sampai harum, setelah itu masukkan serai, daun jeruk, daun salam, lengkuas, jahe, kapulaga, kayu manis, biji pala, cengkeh, bunga lawang. aduk hingga semua rempah tampan layu dan berbau wangi.--masukkan potongan daging kambing, aduk dan masak hingga daging berubah warna menjadi tidak pucat lagi dan kuah dari daging menyusut. tambahkan 12 porsi air dan masak hingga daging empuk. jika air habis tapi daging belum empuk maka masukkan setengah porsi air sisanya. masak hingga daging benar-benar empuk. jangan memasukkan air sekaligus banyak karena akan membuat daging susah empuk, jadi tambahkan air sedikit2 dan bertahap agar daging tetap gurih.--setelah daging empuk, masukkin garam, gula, kecap dan santan. masak hingga santan mengeluarkan minyak dan berbau harum, baru masukkan bawang daun.--masukkan cane rawit, kubis dan tomat kira2 5-10 mnt hingga keliatan agak layu.--tongseng siap dihidangkan dengan tambahan perasan jeruk nipis dan bawang goreng.--",2,idresep1689128-tongseng-kambinglamb,"kubis, tomat, bawang daun, cabai, cabai rawit, peda, serai, daun jeruk, daun salam, lengkuas, jahe, gula, gula pasir, gula jawa, garam, merica, santan, kecap, kecap manis, bawang merah, bawang putih, cabai merah, kemiri, ketumbar, kunyit, minyak, jeruk nipis"
oseng oseng kambing,"daging kambing 500 gram mau campur atau dagingnya aja juga blh--secukupnya margarin untuk menumis--6 sendok makan minyak--1 sachet kaldu ayam sapi--garam,gula seperkiraan saja--3 sendok makan air asam jawa--bahan yg di iris--30 buah cabai rawit--5 buah cabai merah keriting--1 buah tomat yg gede--8 buah bawang merah--4 buah bawang putih--1 ruas jahe--1 ruas lengkuas digeprek--3 lembar salam--2 buah serai--secukupnya air--","siapkan daging kambing.. ingat ya daging kambing tidak boleh dicuci...--panaskan margarin dan minyak.. tumis bumbu yg di iris berserta salam serai lengkuas.. sampai harum.. masukan daging kambing.. tumis dengan bumbu stlah sedikit berubah warna masukan air.. setelah itu masukan air asam jawa.. tambah kan kaldu ayam,gula,garam secukupnya.. cek rasa..--tunggu sampai sedikit menyusut airnya.. dan kuah menjadi kental.. sajikan dengan nasi hangat..--tips  kalo ga yakin dagingnya bisa empuk,bisa direbus dulu ya.. direbus dengan sedikit salam..--",17,idresep3460838-oseng-oseng-kambing,"daging kambing, minyak, kaldu, kaldu ayam, ayam, garam, gula, air asam jawa, cabai, cabai rawit, cabai merah, tomat, bawang merah, bawang putih, jahe, lengkuas, serai"
tongseng kambing,300 gram daging kambing--1 wortel--5 lembar sawi putih--haluskan--6-8 bawang merah--4 siung bawang putih--3 butir kemiri--4 cabai merah--rajang--1 bawang bombay--5 cabai ijo--6 cabai rawit--geprek--2 batang serai--1 ruas jahe--2 lembar daun salam--2 lembat daun jeruk--1 sendok teh kunyit bubuk--5 sendok makan kecap manis--secukupnya garam merica--,"rebus daging kambing sampai tidak ada lagi lemak di kaldunya. lalu potong dagingnya sesuai selera--campur kunyit bubuk dg bumbu halus n aduk rata--tumis bawang bombay n bumbu halus hingga harum n menyatu--masukkan serai jahe daun salam n jeruk--masukkan potongan daging kambing, kecap, garam n merica--tambahkan air kaldu diikuti wortel n sawi putih. masak hingga mendidih--aduk rata sambil dicicipi rasanya.--",8,idresep3458568-tongseng-kambing,"daging kambing, wortel, sawi, sawi putih, bawang merah, bawang putih, kemiri, cabai, cabai merah, bawang bombay, cabai rawit, serai, jahe, daun salam, daun jeruk, kunyit, kecap, kecap manis, merica, garam"
oseng mercon kambing,100 gram daging kambing--10 buah cabai rawit--2 buah bawang putih--2 buah bawang merah--lada bubuk--kecap manis--minyak--garam--,"rebus daging, iris tipis--panaskan minyak, tumis bawang merah putih, cabai sampai layu, masukan daging, air, kecap manis--masak sampai mendidih, koreksi rasa dan angkat--",2,idresep3452989-oseng-mercon-kambing,"daging kambing, cabai, cabai rawit, bawang putih, bawang merah, lada, kecap, kecap manis, minyak, garam"
daging kambing bumbu lapis,1 kilogram daging kambing  sapi iris tipis--10 siung bawang merah iris tipis--secukupnya gula merah iris--secukupnya penyedap rasa rasa rasa rasa rasa rasa  kaldu--secukupnya kecap manis - 50ml--bumbu halus--7 siung bawang putih--7 butir kemiri--15 sendok teh merica--secukupnya garam--,"masukan daging pada wajan  panci,--tambahkan semua bumbu lalu remas"" sampai bumbu rata,--ukep dengan api kecil sampai empuk pertama kali d ukep ga perlu di beri air udak keluar sendiri airnya,kalo sampai air habis tp belum empuk baru bisa d tambah air sedikit saja--setelah empuk beri sedikit santan kental, biarkan sampai mendidih lalu angkat..daging lapis siap santap --",6,idresep3446591-daging-kambing-bumbu-lapis,"daging kambing, bawang merah, gula, gula merah, kaldu, penyedap rasa, kecap, kecap manis, bawang putih, kemiri, merica, garam"
nasi goreng kambing,"3,5 cangkir beras buat nasi kemudian dinginkan--400 gram daging kambing potong--1 sendok makan bubuk kari--1 batang kecil kayu manis--bumbu yg dihaluskan--8 butir bawang merah--4 butir bawang putih--12 sendok teh jintan--12 sendok teh adas--1 sendok makan ketumbar--2 buah kapulaga--5 buah cengkeh--1 sendok teh merica--secukupnya kecap manis--garam dan gula--secukupnya air--secukupnya minyak samin--","tumis bumbu halus dengan minyak samin. tambahkan bubuk kari dan kayu manis. setelah matang masukan daging kambing, tambahkan air secukupnya.--kemudian masukan garam dan gula. masak daging sampe matang dan kuah mengental.--masukan nasi dan kecap. aduk sampai rata dan nasi mengering. koreksi rasa.--nasi goreng kambing siap disajikan ditambahkan emping goreng, taburan bawang goreng, telur mata sapi dan acar timun.--",7,idresep3448522-nasi-goreng-kambing,"beras, nasi, daging kambing, bawang merah, bawang putih, ketumbar, merica, kecap, kecap manis, gula, garam, minyak"
nasi goreng kari kambing,"1 piring nasi--secukupnya nya daging kambing matang aku pakai bagian pipi ya--1 bawang putih--2 bawang merah--2 cabai keriting--1 sendok makan bubuk kari siap pakai--garam, lada--sedikit minyak--1 butir telur,dasar orak arik sisihkan--kecap--","iris semua bumbu, tumis hingga harum--masukkan daging kambing, aduk, nasi, kecap, orak-arik telur, garam,lada.bubuk kari.aduk terus.--tes rasa, sajikan dengan emping dan irisan tomat.--",2,idresep3447442-nasi-goreng-kari-kambing,"nasi, daging kambing, bawang putih, bawang merah, cabai, garam, lada, minyak, telur, kecap"
tengkleng kambing tanpa santan,iga kambing--2 lembar daun salam--2 lembar daun jeruk--1 buah serai keprek--lengkuas keprek--5 butir cengkeh--1 kayu manis--2 buah kapulaga--1 buah pekak--sesuai selera cabai rawit utuhan--bumbu halus --6 butir bawang merah--3 butir bawang putih--2 buah kemiri--1 sendok teh ketumbar--12 sendok teh merica--1 cm jahe--secukupnya garam dan gula--penyedap rasa rasa rasa rasa rasa rasa secukupnya ato bisa diskip--,"rebus iga kambing kurang lebih 2 jam, bwt ilangin prengusnya pas rebus diksh 12 butir pala ma irisan jahe dan air rebusan pertama dibuang dan diganti dg air baru dan direbus lg sampe empuk dagingnya--haluskan bumbu halus, lalu tumis diminyak panas tambahkan daun salam, daun jeruk, serai dan lengkuas keprek, cengkeh, kayu manis, kapulaga, pekak, oseng2 sampai harum baunya baru dicampur ke rebusan iga kambing td, tambahkan garam, gula dan penyedap rasa rasa rasa rasa rasa rasa dan cabai rawit utuhan, tes rasa, jika sudah, rebus sampe meresap bumbunya ke iga kambing, jika dirasa cukup, matikan, sajikan dg nasi hangat dan taburan bawang goreng--selamat mencoba --",6,idresep3443412-tengkleng-kambing-tanpa-santan,"iga kambing, daun salam, daun jeruk, serai, lengkuas, cabai, cabai rawit, bawang merah, bawang putih, kemiri, ketumbar, merica, jahe, gula, garam, penyedap rasa"
gulai kambing pedas,"500 gram daging kambing, dipotong-potong--bumbu halus--7 siung bawang merah--4 siung bawang putih--2 cm jahe, kunyit--3 butir kemiri sangrai--5 cabai merah--5 rawit domba--1 sendok teh ketumbar, 14 sendok teh jintan, 1sdt merica, garam, kaldu ayam--1 sendok makan gulput--bumbu kasar--2 butir kapulaga, cengkeh, 1cm kayu manis, laja--2 lmbr daun salam, daun jeruk, serai--minyak utk menumis--250 mililiter santan kental--","tumis bumbu halus sampai harum, masukkan bumbu kasar, lalu masukkan daging, air secukupnya masak hingga empuk.--tuang santan aduk hingga mengental--",13,idresep3441934-gulai-kambing-pedas,"daging kambing, bawang merah, bawang putih, jahe, kunyit, kemiri, cabai, cabai merah, ketumbar, merica, garam, kaldu, kaldu ayam, ayam, daun salam, daun jeruk, serai, minyak, santan"
kambing masak kecap bumbu rempah,"1 kilogram daging kambing--1 ruas jari jahe--1 ruas jari lengkuas--4 kemiri--2 sendok makan ketumbar, sangrai--1 ruas jari kunyit--merica--5 siung bawang merah--2 siung bawang putih--12 sendok teh--150 mililiter santan instan--bumbu halus--2 kapulaga--3 cengkeh--gula merah--3 buah tomat, potong--4 siung bawang merah, iris tipis--","cuci bersih daging kambing, masukkan ke dalam panci berisi air, rebus daging kambing hingga air mendidih gunakan api kecil agar kotoran dalam daging terangkat.--angkat rebusan daging, buang air dan cuci bersih daging kambing di air mengalir. cuci bersih panci bekas rebusan tadi, isi air dan rebus.--masukkan kembali daging kambing ke dalam air rebusan tadi, tutup panci dan rebus.--tumis bumbu halus dan bumbu lain sampai matang, tambahkan kecap.--masukkan tumisan bumbu ke dalam panci berisi rebusan daging, tambahkan garam jangan terlalu banyak menambahkan garam. rebus daging kambing berbumbu tadi hingga air benar benar menyusut dan warna kuah menjadi berwarna coklat. tambahkan santan. gunakan api kecil saat merebus agar bumbu lebih meresap dan daging empuk. sambil sesekali di aduk.--menjelang air menyusut, tambahkan tomat, rebus tomat bersama daging. koreksi rasa. tambahkan garam dan kecap bila perlu--banyak nya kuah tergantung yang di inginkan ya, lebih enak nya kuah di sisakan hanya sedikit saja agar tidak terlalu kering. angkat dan sajikan bersama nasi hangat.--",3,idresep3403000-kambing-masak-kecap-bumbu-rempah,"daging kambing, jahe, lengkuas, kemiri, ketumbar, kunyit, merica, bawang merah, bawang putih, santan, santan instan, gula, gula merah, tomat"
sate kambing solo,"sekitar 100-200 gram daging kambing--1 sendok makan nanas parut--tusuk sate, secukupnya--bumbu rendaman haluskan --2 siung bawang putih--4 siung bawang merah--12 sendok makan ketumbar butiran--1 12 butir kemiri--12 sendok makan gula merah--sejimpit garam--sambal kecap --1 bawang merah, iris tipis--4 cabai rawit, iris tipis--secukupnya kecap manis--secukupnya lada bubuk--pelengkap --iris tomat,--kubis, rajang halus--","balur daging kambing dengan parutan nanas, biarkan 10 menit. cuci dan potong-potong aku pakai gunting biar cepat motong lemaknya--haluskan bumbu, rendam daging kambing di dalam bumbu tadi. lalu masukkan ke dalam kulkas selama 30 menit agar bumbu meresap--keluarkan dari kulkas, tusuk daging dengan tusuk sate daging-lemak-daging. rendam kecap manis sebentar. bakar 12 matang. rendam kecap manis lagi. lalu bakar sampai matang--sajikan dengan sambal kecap, irisan tomat dan kubis--",1,idresep3430794-sate-kambing-solo,"daging kambing, bawang putih, bawang merah, ketumbar, kemiri, gula, gula merah, garam, kecap, cabai, cabai rawit, kecap manis, lada, tomat, kubis"
tongseng kambing,12 kilogram daging kambing--sayuran--1-2 biji wortel potong panjang2--10 biji buncis potong--3 lembar kubis--bumbu yg d haluskan--5 siung bawang putih--4 siung bawang merah--2 siung kemiri--secukupnya merica--kunyit--jahe--bahan di utuhkan --1 butir bawang bombang diiris--2 lembar daun salam--1 helai serai--daun jerukselera--2 butir tomat di potong sedang--15 butir selera cabai rawet--secukupnya garam--secukupnya kecap--gula secukupnyaselera--,"cuci bersih daging kambing dan masak dg api sedang.. agar daging empuk--buang air rebusan pertama.. agar tidak bau dan masak lg aekitar 10 menit--setelah dinging.. potonh2 daging tsb sesuai selera--tumis bawang bombay sampai harum--masukkan bumbu yg di haluskan--masukkan bahan yg d utuhkan satu persatu sambil d aduk sampai layu--masukkan daging kambing yg sdh d potong sambil d aduk tambahkan kecap, garam, gula  sedikit air ato kaldu dr daging tadi..--masukkan sayur sayuran, cabai rawit dan tomat aduk sampai mendidih dan matikan api--siap di hidangkan--",6,idresep3431796-tongseng-kambing,"daging kambing, wortel, buncis, kubis, bawang putih, bawang merah, kemiri, merica, kunyit, jahe, daun salam, serai, daun jeruk, tomat, cabai, garam, kecap, gula"
tongseng kambing,12 kilogram daging kambing--20 biji cabai rawit merah--10 biji cabai merah--6 siung bawang merah--4 siung bawang putih--1 tangkai serai geprek--3 ruas jari lengkuas geprek--secukupnya daun salam  daun jeruk--secukupnya gula garam--2 buah tomat  potong potong--,haluskan cabai  bawang--tumis hingga harum cabai yg sdh halus bersma dgn serai lengkuas daun salam  daun jeruk--msuk kan daging kambing yg sdh dicuci bersih  beri sedikit air tambah kan gula garam secukupny--tutup wajan  biarkan sampai daging empuk--tips masak dgn api kecil agar matang sempurna  bumbu meresap--angkat  sajikan--,7,idresep3430188-tongseng-kambing,"daging kambing, cabai, cabai rawit, cabai merah, bawang merah, bawang putih, serai, lengkuas, daun salam, daun jeruk, gula, garam, tomat"
kari kambing salim aqiqah,1 ekor kambingdomba ukuran kira-kira 10 kilogram--12 liter air--4 buah kelapa santan--1 kilogram bawang merah--12 kilogram bawang putih--1 ons jahe--3 buah kelapa di gonseng--12 kilogram cabai kering direndam dengan air panas--14 kilogram cabai merah--3 ons ketumbar di sangrai--1 ons jinten di sangrai--12 ons adas disangrai--1 ons kemiri disangrai--1 ons kunyit disangrai--3 buah pala disangrai--10 buah kapulaga disangrai--15 butir cengkeh disangrai--6 buah pekak disangrai--4 buah ketapang disangrai--1 sendok makan kas kas disangrai--garam--asam sunti buah belimbing yang dikeringkanasam jawa--bahan untuk menumis--14 kilogram bawang merah iris--1 ons bawang putih iris--3 buah bawang bombay iris--15 butir cengkeh--12 buah kapulaga--6 buah pekak--15 batang daun kari--5 batang pandan--6 batang sere--10 cm kayu manis--,"haluskan bawang merah, bawang putih, jahe, kemiri, kunyit, cabai merah, cabai kering dan asam sunti.--haluskan bumbu yang disangrai.--bumbu 1 dan 2 tambah kelapa gonseng dicampurkan kedalam kambingdomba yang telah dibersihkan. diamkan selama 20-30 menit.--tumis bawang merah dan bawang putih sampai harum kemudian masukkan bawang bombay dan bumbu pelengkap lainnya, tumis sampai harum.--masukkan daging kambing yang telah dibumbui, diamkan sejenak sampai berubah warna dan air dari daging kambingnya keluar.--sesekali diaduk setelah daging mulai sedikit empuk tambahkan santan encer dan air selanjutnya tambahkan santan kental. tambahkan garam dan gula.--masak sampai empuk. kari kambing siap untuk disantap untuk 100 orang.--",9,idresep3002442-kari-kambing-salim-aqiqah,"santan, bawang merah, bawang putih, jahe, cabai, cabai merah, ketumbar, kemiri, kunyit, garam, bawang bombay, daun kari"
